	uner-name	uner-class	name	id
35804	Doris Dragović	Name-Person-Name_Person	Doris_Dragović	entity_7975954
35816	Nedjeljom u dva	Name-Product-Art-Broadcast_Program	Nedjeljom_u_dva	entity_6235482
35819	Kraljevi ulice	Name-Organization-Show_Organization	Kraljevi_ulice	entity_9020449
35820	Toše Proeski	Name-Person-Name_Person	Toše_Proeski	entity_2024141
35822	Andrija Mutafelija	Name-Person-Name_Person	Andrija_Mutafelija	entity_4196213
35829	Franjo Wölfl	Name-Person-Name_Person	Franjo_Wölfl	entity_8003214
35833	August Lešnik	Name-Person-Name_Person	August_Lešnik	entity_11896712
35834	Milan Antolković	Name-Person-Name_Person	Milan_Antolković	entity_1977752
35839	Stjepan Bobek	Name-Person-Name_Person	Stjepan_Bobek	entity_10443720
35851	Zvonimir Cimermančić	Name-Person-Name_Person	Zvonimir_Cimermančić	entity_11183521
35852	Bernard Hügl	Name-Person-Name_Person	Bernard_Hügl	entity_8774907
35853	Ivan Jazbinšek	Name-Person-Name_Person	Ivan_Jazbinšek	entity_5536645
35854	Gustav Lechner	Name-Person-Name_Person	Gustav_Lechner	entity_7415032
35871	Edward Teller	Name-Person-Name_Person	Edward_Teller	entity_3032853
35879	Lučani	Name-Location-GPE-City	Lučani	entity_13345906
35887	Sunderland	Name-Organization-Sports_Organization-Pro_Sports_Organization	Sunderland	entity_11242959
35900	Grosuplje	Name-Location-GPE-GPE_Other	Grosuplje	entity_13089585
35901	Janez Drnovšek	Name-Person-Name_Person	Janez_Drnovšek	entity_649094
35929	Hendrik Elias	Name-Person-Name_Person	Hendrik_Elias	entity_9594063
35951	Bugatti	Name-Organization-Corporation-Company	Bugatti	entity_12769603
35963	BMW X3	Name-Product-Vehicle-Car	BMW_X3	entity_4508568
35971	The Gardeners' Chronicle	Name-Product-Printing-Magazine	The_Gardeners'_Chronicle	entity_8876838
35998	Verviers	Name-Location-GPE-City	Verviers	entity_3930551
36000	Eupen	Name-Location-GPE-City	Eupen	entity_11026376
36012	Kupusina	Name-Location-GPE-City	Kupusina	entity_5050464
36013	Svilojevo	Name-Location-GPE-City	Svilojevo	entity_7467193
36020	Michelle Rodriguez	Name-Person-Name_Person	Michelle_Rodriguez	entity_10763336
36056	Magenta	Name-Color	Magenta	event_1018130
36061	Massimo Savić	Name-Person-Name_Person	Massimo_Savić	entity_7972794
36067	Mirjana Karanović	Name-Person-Name_Person	Mirjana_Karanović	entity_911377
36071	Cvetković	Name-Person-Name_Person	Cvetković	entity_6605578
36083	OK Computer	Name-Product-Art-Music	OK_Computer	entity_13742515
36115	Britpop	Name-Product-Doctrine_Method-Culture	Britpop	entity_7360657
36144	The Independent	Name-Product-Printing-Newspaper	The_Independent	entity_2670816
36150	Lily Allen	Name-Person-Name_Person	Lily_Allen	entity_4112075
36159	Beyoncé	Name-Person-Name_Person	Beyoncé	entity_20672104
36180	Spotify	Name-Organization-Corporation-Company	Spotify	entity_7526347
36198	Aphex Twin	Name-Person-Name_Person	Aphex_Twin	entity_5536927
36204	Hugh Grant	Name-Person-Name_Person	Hugh_Grant	entity_9399449
36206	WhatsApp	Name-Product-Product_Other	WhatsApp	entity_18600766
36212	Colleen McCullough	Name-Person-Name_Person	Colleen_McCullough	entity_3121658
36216	Larry Sanger	Name-Organization-Corporation-Company	Larry_Sanger	entity_9206341
36219	Tordinci	Name-Location-GPE-City	Tordinci	entity_12584511
36225	Qin Er Shi	Name-Person-Name_Person	Qin_Er_Shi	entity_3296645
36226	Ziying	Name-Person-Name_Person	Ziying	entity_12995791
36230	Stupnik	Name-Location-GPE-GPE_Other	Stupnik	entity_11922162
36238	Djuna Barnes	Name-Person-Name_Person	Djuna_Barnes	entity_5363653
36239	Kuči	Name-Location-GPE-GPE_Other	Kuči	entity_9302768
36250	Relja Bašić	Name-Person-Name_Person	Relja_Bašić	entity_3958032
36251	Ana Karić	Name-Person-Name_Person	Ana_Karić	entity_779909
36252	Boris Buzančić	Name-Person-Name_Person	Boris_Buzančić	entity_4444616
36253	Slavko Brankov	Name-Person-Name_Person	Slavko_Brankov	entity_5271392
36258	Gložan	Name-Location-GPE-City	Gložan	entity_12411569
36260	Ruski Krstur	Name-Location-GPE-City	Ruski_Krstur	entity_11703945
36263	Tartu	Name-Location-GPE-City	Tartu	entity_13176899
36265	Vinko Žganec	Name-Person-Name_Person	Vinko_Žganec	entity_13408979
36279	Jēkabpils	Name-Location-GPE-City	Jēkabpils	entity_8153360
36282	Borut Pahor	Name-Person-Name_Person	Borut_Pahor	entity_7863750
36287	Petit	Name-Person-Name_Person	Petit	entity_4067120
36300	Giovanni Pico della Mirandola	Name-Person-Name_Person	Giovanni_Pico_della_Mirandola	entity_4782014
36303	Split Pride	Name-Person-Name_Person	Split_Pride	event_1751131
36305	Đurđa Adlešič	Name-Person-Name_Person	Đurđa_Adlešič	entity_10403367
36306	Vesna Pusić	Name-Person-Name_Person	Vesna_Pusić	entity_5269736
36311	Mirela Holy	Name-Person-Name_Person	Mirela_Holy	entity_5370212
36312	Drago Pilsel	Name-Person-Name_Person	Drago_Pilsel	entity_6421812
36313	Lucera	Name-Location-GPE-City	Lucera	entity_11638187
36317	Jacques Charles	Name-Person-Name_Person	Jacques_Charles	entity_8452407
36318	Zagreb Pride	Name-Person-Name_Person	Zagreb_Pride	event_271017
36320	Stonewall Inn	Name-Facility-Facility_Other	Stonewall_Inn	entity_12772772
36326	Elista	Name-Location-GPE-City	Elista	entity_3131867
36327	Glazov	Name-Location-GPE-GPE_Other	Glazov	entity_12985073
36344	Henutsen	Name-Person-Name_Person	Henutsen	entity_6586169
36345	Kafra	Name-Location-GPE-City	Kafra	entity_8285791
36348	Edfu	Name-Location-GPE-City	Edfu	entity_4557572
36356	Culture Club	Name-Organization-Show_Organization	Culture_Club	entity_9299668
36362	Probudi me	Name-Product-Art-Music	Probudi_me	entity_1532609
36365	Petar Grašo	Name-Person-Name_Person	Petar_Grašo	entity_4349807
36367	Retko te viđam sa devojkama	Name-Product-Art-Music	Retko_te_viđam_sa_devojkama	entity_1081945
36369	Ljubišnja	Name-Location-Geological_Region_Mountain	Ljubišnja	entity_5214250
36376	Bušnje	Name-Location-GPE-City	Bušnje	entity_7038500
36466	Plinacro	Name-Organization-Corporation-Company	Plinacro	entity_10526712
36467	Royal Dutch Shell	Name-Organization-Corporation-Company	Royal_Dutch_Shell	entity_9068889
36471	Varg Vikernes	Name-Person-Name_Person	Varg_Vikernes	entity_11815306
36472	Darkthrone	Name-Organization-Show_Organization	Darkthrone	entity_2205254
36473	Carpathian Forest	Name-Organization-Show_Organization	Carpathian_Forest	entity_12466916
36475	Rotting Christ	Name-Organization-Show_Organization	Rotting_Christ	entity_3418169
36487	Yankee Doodle Dandy	Name-Product-Art-Movie	Yankee_Doodle_Dandy	entity_5946693
36498	Lee Marvin	Name-Person-Name_Person	Lee_Marvin	entity_11372998
36529	Arnold Vosloo	Name-Person-Name_Person	Arnold_Vosloo	entity_13758674
36533	Vera Zima	Name-Person-Name_Person	Vera_Zima	entity_2575310
36546	Macromedia	Name-Organization-Corporation-Company	Macromedia	entity_4647324
36547	Swissair	Name-Organization-Corporation-Company	Swissair	entity_10252035
36548	Till Lindemann	Name-Person-Name_Person	Till_Lindemann	entity_10913620
36549	Christoph Schneider	Name-Person-Name_Person	Christoph_Schneider	entity_6683486
36550	Oliver Riedel	Name-Person-Name_Person	Oliver_Riedel	entity_5901143
36551	Paul Landers	Name-Person-Name_Person	Paul_Landers	entity_1425427
36555	Du riechst so gut	Name-Product-Art-Music	Du_riechst_so_gut	entity_9102258
36556	Herzeleid	Name-Product-Art-Music	Herzeleid	entity_5101842
36561	Rio Grande do Norte	Name-Location-GPE-GPE_Other	Rio_Grande_do_Norte	entity_13311049
36575	Iteaceae	Name-Natural_Object-Living_Thing-Plant	Iteaceae	entity_9378667
36587	Stavanger	Name-Location-GPE-City	Stavanger	entity_3616295
36589	Berislav Šipuš	Name-Person-Name_Person	Berislav_Šipuš	entity_3881013
36590	Stjepan Šulek	Name-Person-Name_Person	Stjepan_Šulek	entity_5266085
36591	Miroslav Miletić	Name-Person-Name_Person	Miroslav_Miletić	entity_9720461
36592	Stanko Horvat	Name-Person-Name_Person	Stanko_Horvat	entity_5879575
36594	Nikša Gligo	Name-Person-Name_Person	Nikša_Gligo	entity_6745980
36597	Edin Karamazov	Name-Product-Doctrine_Method-Culture	Edin_Karamazov	entity_8176875
36598	Petrit Çeku	Name-Person-Name_Person	Petrit_Çeku	entity_842866
36599	Radovan Vlatković	Name-Person-Name_Person	Radovan_Vlatković	entity_13835310
36600	Pavao Mašić	Name-Person-Name_Person	Pavao_Mašić	entity_6231639
36603	Renata Pokupić	Name-Person-Name_Person	Renata_Pokupić	entity_1427291
36607	Vladimir Krpan	Name-Person-Name_Person	Vladimir_Krpan	entity_1767326
36608	Pavle Dešpalj	Name-Person-Name_Person	Pavle_Dešpalj	entity_13023358
36615	Natko Devčić	Name-Person-Name_Person	Natko_Devčić	entity_6407516
36617	Đelo Jusić	Name-Person-Name_Person	Đelo_Jusić	entity_5228060
36619	Josip Magdić	Name-Person-Name_Person	Josip_Magdić	entity_5524494
36629	Sredanci	Name-Location-GPE-GPE_Other	Sredanci	entity_3087575
36630	Svilaj	Name-Location-GPE-City	Svilaj	entity_8731819
36631	Matulji	Name-Location-GPE-GPE_Other	Matulji	entity_10575030
36633	Božidar Kalmeta	Name-Person-Name_Person	Božidar_Kalmeta	entity_1165885
36634	Ivan Šuker	Name-Person-Name_Person	Ivan_Šuker	entity_5579775
36650	Syberia	Name-Product-Product_Other	Syberia	entity_10133334
36651	ILOVEYOU	Name-Natural_Object-Living_Thing-Living_Thing_Other	ILOVEYOU	event_1210227
36653	Kevin Mitnick	Name-Person-Name_Person	Kevin_Mitnick	entity_13400353
36656	Pitve	Name-Location-GPE-City	Pitve	entity_8329810
36661	Querétaro	Name-Location-GPE-GPE_Other	Querétaro	entity_6935638
36665	Steve Buscemi	Name-Person-Name_Person	Steve_Buscemi	entity_7865684
36666	Michael Fassbender	Name-Person-Name_Person	Michael_Fassbender	entity_5011270
36668	Nick Cave	Name-Person-Name_Person	Nick_Cave	entity_4475194
36669	Coolio	Name-Person-Name_Person	Coolio	entity_10583501
36673	Darren Aronofsky	Name-Person-Name_Person	Darren_Aronofsky	entity_10766790
36675	Gillian Anderson	Name-Person-Name_Person	Gillian_Anderson	entity_8656993
36680	IG Farben	Name-Organization-Corporation-Company	IG_Farben	entity_10436095
36692	Slavonski bećari	Name-Organization-Show_Organization	Slavonski_bećari	entity_7618805
36698	7 Up	Name-Organization-Corporation-Company	7_Up	entity_1805767
36703	Pevek	Name-Location-GPE-GPE_Other	Pevek	entity_8988262
36704	Sabetta	Name-Location-GPE-GPE_Other	Sabetta	entity_9178988
36706	Dudinka	Name-Location-GPE-GPE_Other	Dudinka	entity_8464114
36714	Heidi	Name-Product-Art-Book	Heidi	entity_13431175
36724	Žan Tabak	Name-Person-Name_Person	Žan_Tabak	entity_7503721
36735	Josip Vranković	Name-Person-Name_Person	Josip_Vranković	entity_1799726
36758	Layne Staley	Name-Person-Name_Person	Layne_Staley	entity_8187880
36764	Dirt	Name-Person-Name_Person	Dirt	entity_186808
36768	Jerry Cantrell	Name-Person-Name_Person	Jerry_Cantrell	entity_3944417
36774	Ognjen Amidžić	Name-Person-Name_Person	Ognjen_Amidžić	entity_2148967
36775	Marinko Madžgalj	Name-Person-Name_Person	Marinko_Madžgalj	entity_8096532
36781	Magnum Crimen	Name-Product-Art-Book	Magnum_Crimen	entity_8018341
36782	Kendo	Name-Person-Name_Person	Kendo	event_1026326
36789	Joseph Smith	Name-Person-Name_Person	Joseph_Smith	entity_5443940
36793	Steve Young	Name-Person-Name_Person	Steve_Young	entity_4369339
36796	Mitt Romney	Name-Person-Name_Person	Mitt_Romney	entity_882051
36797	Karl Malone	Name-Person-Name_Person	Karl_Malone	entity_12757985
36807	Harar	Name-Location-GPE-City	Harar	entity_12868433
36808	Derg	Name-Location-GPE-Country	Derg	entity_5276606
36812	Robert Browning	Name-Person-Name_Person	Robert_Browning	entity_372087
36820	Radojka Šverko	Name-Person-Name_Person	Radojka_Šverko	entity_6200436
36822	Ellen DeGeneres	Name-Person-Name_Person	Ellen_DeGeneres	entity_13726277
36834	Amfilohije Radović	Name-Person-Name_Person	Amfilohije_Radović	entity_12604246
36838	Mika Špiljak	Name-Person-Name_Person	Mika_Špiljak	entity_664961
36841	Zdravko Grebo	Name-Person-Name_Person	Zdravko_Grebo	entity_6356054
36843	Janez Janša	Name-Person-Name_Person	Janez_Janša	entity_854355
36848	Momčilo Perišić	Name-Person-Name_Person	Momčilo_Perišić	entity_2882651
36856	Garrincha	Name-Person-Name_Person	Garrincha	entity_1400277
36858	Jairzinho	Name-Person-Name_Person	Jairzinho	entity_2945821
36861	Dunga	Name-Person-Name_Person	Dunga	entity_7358384
36862	Bebeto	Name-Person-Name_Person	Bebeto	entity_7726889
36865	Carlos Alberto Parreira	Name-Person-Name_Person	Carlos_Alberto_Parreira	entity_3730599
36875	Mano Menezes	Name-Person-Name_Person	Mano_Menezes	entity_3857369
36876	Neymar	Name-Person-Name_Person	Neymar	entity_4270642
36877	Guillermo Ochoa	Name-Person-Name_Person	Guillermo_Ochoa	entity_2318817
36884	Philippe Coutinho	Name-Person-Name_Person	Philippe_Coutinho	entity_13867851
36904	Calvin Klein	Name-Organization-Corporation-Company	Calvin_Klein	entity_13430648
36907	Svetlana Kitić	Name-Person-Name_Person	Svetlana_Kitić	entity_5845613
36913	Bubastis	Name-Location-GPE-City	Bubastis	entity_6710721
36918	Bob Younger	Name-Person-Name_Person	Bob_Younger	entity_8561997
36920	Jim Younger	Name-Person-Name_Person	Jim_Younger	entity_9409618
36926	Zagazig	Name-Location-GPE-City	Zagazig	entity_3513600
36928	Sveti Matej	Name-Location-GPE-City	Sveti_Matej	entity_61957
36929	Hinko Hinković	Name-Person-Name_Person	Hinko_Hinković	entity_6943133
36938	Ivan Lorković	Name-Person-Name_Person	Ivan_Lorković	entity_3037976
36948	Gorden Kaye	Name-Person-Name_Person	Gorden_Kaye	entity_106191
36957	Franjo Rupnik	Name-Person-Name_Person	Franjo_Rupnik	entity_61588
36958	Slavko Kodrnja	Name-Person-Name_Person	Slavko_Kodrnja	entity_6368921
36959	Karlo Muradori	Name-Person-Name_Person	Karlo_Muradori	entity_11013501
36960	Linford Christie	Name-Person-Name_Person	Linford_Christie	entity_5720841
36969	Rik Mayall	Name-Person-Name_Person	Rik_Mayall	entity_2814395
36976	Bečići	Name-Location-GPE-City	Bečići	entity_12554963
36977	Katič	Name-Location-Geological_Region_Island	Katič	entity_3626907
36979	Sveti Stefan	Name-Facility-GOE-GOE_Other	Sveti_Stefan	entity_7105053
36981	Luštica	Name-Location-Location_Other	Luštica	entity_652336
36983	Sutorina	Name-Location-GPE-City	Sutorina	entity_10224394
36987	Getúlio Vargas	Name-Person-Name_Person	Getúlio_Vargas	entity_6048337
37072	Michael Ballack	Name-Person-Name_Person	Michael_Ballack	entity_10426862
37073	Ashley Cole	Name-Person-Name_Person	Ashley_Cole	entity_10910008
37085	Mandriva	Name-Organization-Corporation-Company	Mandriva	entity_11062424
37095	Kotono Mitsuishi	Name-Person-Name_Person	Kotono_Mitsuishi	entity_1182366
37097	Aya Hisakawa	Name-Person-Name_Person	Aya_Hisakawa	entity_2212688
37104	Ko Samui	Name-Location-GPE-City	Ko_Samui	entity_6660935
37109	Perica Bukić	Name-Person-Name_Person	Perica_Bukić	entity_12252543
37115	Mozilla Firefox	Name-Organization-Corporation-Company	Mozilla_Firefox	entity_4883057
37118	Sergio Endrigo	Name-Person-Name_Person	Sergio_Endrigo	entity_13003586
37124	Shaka	Name-Person-Name_Person	Shaka	entity_9526293
37136	Szekszárd	Name-Location-GPE-City	Szekszárd	entity_795184
37142	Živica	Name-Location-GPE-City	Živica	entity_20671152
37161	Detlef Schrempf	Name-Person-Name_Person	Detlef_Schrempf	entity_8196284
37164	Boris Pavlović	Name-Person-Name_Person	Boris_Pavlović	entity_12616693
37165	Ratko Štritof	Name-Person-Name_Person	Ratko_Štritof	entity_7700121
37166	Pavo Marković	Name-Person-Name_Person	Pavo_Marković	entity_11608686
37167	Teo Đogaš	Name-Person-Name_Person	Teo_Đogaš	entity_2583021
37168	Danijel Premuš	Name-Person-Name_Person	Danijel_Premuš	entity_2781370
37169	Anđelo Šetka	Name-Person-Name_Person	Anđelo_Šetka	entity_9654189
37170	Andro Bušlje	Name-Person-Name_Person	Andro_Bušlje	entity_13224945
37171	Miho Bošković	Name-Person-Name_Person	Miho_Bošković	entity_11631332
37172	Josip Pavić	Name-Person-Name_Person	Josip_Pavić	entity_11588354
37173	Petar Muslim	Name-Person-Name_Person	Petar_Muslim	entity_9004243
37174	Ratko Rudić	Name-Person-Name_Person	Ratko_Rudić	entity_5084491
37175	Denis Šefik	Name-Person-Name_Person	Denis_Šefik	entity_7031515
37176	Vanja Udovičić	Name-Person-Name_Person	Vanja_Udovičić	entity_1242711
37177	Aleksandar Ćirić	Name-Person-Name_Person	Aleksandar_Ćirić	entity_8722874
37178	Aleksandar Šapić	Name-Person-Name_Person	Aleksandar_Šapić	entity_825974
37184	Plínio Salgado	Name-Person-Name_Person	Plínio_Salgado	entity_12333006
37188	Carlo Recalcati	Name-Person-Name_Person	Carlo_Recalcati	entity_6841967
37194	Peter Vilfan	Name-Person-Name_Person	Peter_Vilfan	entity_2803764
37217	NK Bistra	Name-Organization-Sports_Organization-Pro_Sports_Organization	NK_Bistra	entity_8905724
37224	Soba	Name-Product-Food_Other	Soba	entity_17319688
37225	Edmond de Goncourt	Name-Person-Name_Person	Edmond_de_Goncourt	entity_5844853
37238	Doctor Who	Name-Product-Art-Broadcast_Program	Doctor_Who	entity_4446763
37263	Joan Collins	Name-Person-Name_Person	Joan_Collins	entity_732222
37264	Christina Aguilera	Name-Person-Name_Person	Christina_Aguilera	entity_7445409
37266	Grace Jones	Name-Person-Name_Person	Grace_Jones	entity_9500347
37269	Calista Flockhart	Name-Person-Name_Person	Calista_Flockhart	entity_2496588
37271	Paris Hilton	Name-Person-Name_Person	Paris_Hilton	entity_5282714
37272	Dusty Springfield	Name-Person-Name_Person	Dusty_Springfield	entity_1032132
37284	Ally McBeal	Name-Product-Art-Broadcast_Program	Ally_McBeal	entity_1363509
37287	Charlize Theron	Name-Person-Name_Person	Charlize_Theron	entity_11043573
37291	Žuži Jelinek	Name-Person-Name_Person	Žuži_Jelinek	entity_2253881
37297	Tajči	Name-Person-Name_Person	Tajči	entity_1235314
37300	Andrea Feldman	Name-Person-Name_Person	Andrea_Feldman	entity_7035349
37301	Jake Gyllenhaal	Name-Person-Name_Person	Jake_Gyllenhaal	entity_3499557
37302	Hugh Jackman	Name-Person-Name_Person	Hugh_Jackman	entity_3592436
37303	Morrissey	Name-Person-Name_Person	Morrissey	entity_1084588
37304	Colin Farrell	Name-Person-Name_Person	Colin_Farrell	entity_6805796
37305	Woody Harrelson	Name-Person-Name_Person	Woody_Harrelson	entity_12286750
37307	José Luis Rodríguez Zapatero	Name-Person-Name_Person	José_Luis_Rodríguez_Zapatero	entity_5142985
37308	Kevin Bacon	Name-Person-Name_Person	Kevin_Bacon	entity_13356620
37309	Oliver Mandić	Name-Person-Name_Person	Oliver_Mandić	entity_5709695
37317	Jamie Foxx	Name-Person-Name_Person	Jamie_Foxx	entity_5245619
37318	Don Johnson	Name-Person-Name_Person	Don_Johnson	entity_13222020
37322	Edward James Olmos	Name-Person-Name_Person	Edward_James_Olmos	entity_1398363
37325	Mopti	Name-Location-GPE-City	Mopti	entity_7031904
37328	Fat Man	Name-Event-Occasion-MilitaryConflict	Fat_Man	entity_20671420
37330	Patmos	Name-Location-GPE-GPE_Other	Patmos	entity_7808015
37337	Batočina	Name-Location-GPE-City	Batočina	entity_13253267
37340	Johannes Gutenberg	Name-Person-Name_Person	Johannes_Gutenberg	entity_5804594
37355	Offenburg	Name-Location-GPE-City	Offenburg	entity_9869692
37362	Ruanda	Name-Location-GPE-Country	Ruanda	entity_6254424
37380	Zlatne žice Slavonije	Name-Event-Occasion-Occasion_Other	Zlatne_žice_Slavonije	entity_3453269
37382	Yoweri Museveni	Name-Person-Name_Person	Yoweri_Museveni	entity_7397753
37385	The Piper at the Gates of Dawn	Name-Product-Art-Music	The_Piper_at_the_Gates_of_Dawn	entity_999321
37387	David Gilmour	Name-Person-Name_Person	David_Gilmour	entity_5230476
37401	Vasojevići	Name-Natural_Object-Living_Thing-Insect	Vasojevići	entity_1115379
37412	Harold Lasswell	Name-Person-Name_Person	Harold_Lasswell	entity_10073591
37426	Joan Hickson	Name-Person-Name_Person	Joan_Hickson	entity_10128797
37433	RC4	Name-Person-Name_Person	RC4	entity_7454517
37442	Aichach	Name-Location-GPE-GPE_Other	Aichach	entity_8630879
37456	Fuggerei	Name-Person-Other	Fuggerei	entity_7093308
37457	Leopold Mozart	Name-Person-Name_Person	Leopold_Mozart	entity_10165432
37459	MAN SE	Name-Organization-Corporation-Company	MAN_SE	entity_5269105
37473	Smack My Bitch Up	Name-Product-Art-Music	Smack_My_Bitch_Up	entity_4995538
37477	Firestarter	Name-Product-Art-Book	Firestarter	entity_4807781
37478	Liam Howlett	Name-Person-Name_Person	Liam_Howlett	entity_3430651
37489	Remy Bonjasky	Name-Person-Name_Person	Remy_Bonjasky	entity_2882580
37522	Dana White	Name-Person-Name_Person	Dana_White	entity_11671659
37529	Tomislav Mužek	Name-Person-Name_Person	Tomislav_Mužek	entity_9612966
37531	BDSM	Name-Natural_Object-Living_Thing-Plant	BDSM	event_1031604
37535	Avaz Twist Tower	Name-Facility-Facility_Other	Avaz_Twist_Tower	entity_1347433
37541	Florian Schneider	Name-Person-Name_Person	Florian_Schneider	entity_2064411
37542	Ralf Hütter	Name-Person-Name_Person	Ralf_Hütter	entity_4491926
37601	Blade	Name-Product-Art-Movie	Blade	entity_755852
37614	Ravensburg	Name-Location-GPE-City	Ravensburg	entity_224513
37620	Slaven Bačić	Name-Person-Name_Person	Slaven_Bačić	entity_11135371
37623	Ejnar Dyggve	Name-Person-Name_Person	Ejnar_Dyggve	entity_946268
37631	Bottrop	Name-Location-GPE-City	Bottrop	entity_10967378
37633	Leine	Name-Location-Geological_Region-River	Leine	entity_7857231
37635	Napalm Records	Name-Organization-Corporation-CompanyName-Facility-GOE-School	Napalm_Records	entity_11706744
37636	Nightshade Forests	Name-Product-Art-Music	Nightshade_Forests	entity_6594248
37637	Let Mortal Heroes Sing Your Fame	Name-Product-Art-Music	Let_Mortal_Heroes_Sing_Your_Fame	entity_2764345
37641	Velvet Darkness They Fear	Name-Product-Art-Music	Velvet_Darkness_They_Fear	entity_4633847
37642	A Rose for the Dead	Name-Product-Art-Music	A_Rose_for_the_Dead	entity_4604373
37643	Aégis	Name-Product-Art-Music	Aégis	entity_5825180
37644	Leaves' Eyes	Name-Organization-Show_Organization	Leaves'_Eyes	entity_8125177
37645	Nell Sigland	Name-Person-Name_Person	Nell_Sigland	entity_12306173
37648	Vilfredo Pareto	Name-Person-Name_Person	Vilfredo_Pareto	entity_2073968
37650	Max Scheler	Name-Person-Name_Person	Max_Scheler	entity_2607847
37651	Francis Fukuyama	Name-Person-Name_Person	Francis_Fukuyama	entity_10423658
37654	Meersburg	Name-Location-GPE-City	Meersburg	entity_1728474
37655	Lindau	Name-Location-GPE-City	Lindau	entity_4024077
37657	Vladimir Metikoš	Name-Person-Name_Person	Vladimir_Metikoš	entity_9779594
37658	Pavle Đurišić	Name-Person-Name_Person	Pavle_Đurišić	entity_7715870
37661	Marko Pavlović	Name-Person-Name_Person	Marko_Pavlović	entity_10355572
37672	Carmen Silvera	Name-Person-Name_Person	Carmen_Silvera	entity_4053658
37673	Vicki Michelle	Name-Person-Name_Person	Vicki_Michelle	entity_589493
37674	Francesca Gonshaw	Name-Person-Name_Person	Francesca_Gonshaw	entity_5718236
37680	Guy Siner	Name-Person-Name_Person	Guy_Siner	entity_7432247
37688	Mali Pesak	Name-Location-GPE-City	Mali_Pesak	entity_5518860
37692	Melenci	Name-Location-GPE-City	Melenci	entity_6227599
37693	Taraš	Name-Location-GPE-City	Taraš	entity_9471938
37694	Jankov Most	Name-Location-GPE-City	Jankov_Most	entity_9391480
37695	Elemir	Name-Location-GPE-City	Elemir	entity_7025898
37696	Aradac	Name-Location-GPE-City	Aradac	entity_2944079
37697	Banatski Despotovac	Name-Location-GPE-City	Banatski_Despotovac	entity_11554275
37698	Knićanin	Name-Location-GPE-City	Knićanin	entity_2629726
37699	Lazarevo	Name-Location-GPE-City	Lazarevo	entity_8776381
37700	Botoš	Name-Location-GPE-City	Botoš	entity_2842001
37701	Lukićevo	Name-Location-GPE-City	Lukićevo	entity_7318572
37702	Ečka	Name-Location-GPE-City	Ečka	entity_11906960
37703	Mihajlovo	Name-Location-GPE-City	Mihajlovo	entity_5008585
37704	Tomaševac	Name-Location-GPE-City	Tomaševac	entity_478675
37705	Stajićevo	Name-Location-GPE-City	Stajićevo	entity_5984350
37706	Orlovat	Name-Location-GPE-City	Orlovat	entity_8754215
37707	Čenta	Name-Location-GPE-City	Čenta	entity_2850811
37708	Farkaždin	Name-Location-GPE-City	Farkaždin	entity_6037787
37709	Perlez	Name-Location-GPE-City	Perlez	entity_11050585
37710	Belo Blato	Name-Location-GPE-City	Belo_Blato	entity_11744505
37716	Tex Willer	Name-Person-Fictional	Tex_Willer	entity_12696227
37721	Mariska Hargitay	Name-Person-Name_Person	Mariska_Hargitay	entity_7053360
37739	Diane Neal	Name-Person-Name_Person	Diane_Neal	entity_2554505
37740	Tamara Tunie	Name-Product-Art-Movie	Tamara_Tunie	entity_2607767
37747	Judith Light	Name-Person-Name_Person	Judith_Light	entity_7408552
37756	Jack McCoy	Name-Person-Fictional	Jack_McCoy	entity_4183676
37765	Jacqueline Bisset	Name-Person-Name_Person	Jacqueline_Bisset	entity_3474949
37783	Ludacris	Name-Person-Name_Person	Ludacris	entity_1415076
37797	Lea Thompson	Name-Person-Name_Person	Lea_Thompson	entity_3158140
37803	Jerry Lewis	Name-Person-Name_Person	Jerry_Lewis	entity_3558469
37809	Elle Fanning	Name-Person-Name_Person	Elle_Fanning	entity_12076632
37819	Kim Delaney	Name-Person-Name_Person	Kim_Delaney	entity_6985288
37829	Method Man	Name-Person-Name_Person	Method_Man	entity_7601864
37832	Belfast Food	Name-Organization-Show_Organization	Belfast_Food	entity_6385569
37840	Kreuzlingen	Name-Location-GPE-GPE_Other	Kreuzlingen	entity_8402181
37843	Slobodan Bajić Paja	Name-Person-Name_Person	Slobodan_Bajić_Paja	entity_10172896
37844	Ograđenovac	Name-Location-GPE-City	Ograđenovac	entity_13599717
37851	Henry Rollins	Name-Person-Name_Person	Henry_Rollins	entity_5174278
37853	Will Smith	Name-Person-Name_Person	Will_Smith	entity_9041387
37857	Rančevo	Name-Location-GPE-GPE_Other	Rančevo	entity_9307702
37859	Čonoplja	Name-Location-GPE-City	Čonoplja	entity_142156
37860	Doroslovo	Name-Location-GPE-City	Doroslovo	entity_224039
37861	Gakovo	Name-Location-GPE-City	Gakovo	entity_13234475
37863	Rastina	Name-Location-GPE-City	Rastina	entity_3156199
37864	Riđica	Name-Location-GPE-City	Riđica	entity_12054370
37865	Stapar	Name-Location-GPE-City	Stapar	entity_3001348
37868	Gardinovci	Name-Location-GPE-City	Gardinovci	entity_4396290
37869	Gospođinci	Name-Location-GPE-City	Gospođinci	entity_9027714
37872	Ivan Frgić	Name-Person-Name_Person	Ivan_Frgić	entity_1951814
37873	Zvonko Bogdan	Name-Person-Name_Person	Zvonko_Bogdan	entity_1187869
37874	Hemiunu	Name-Person-Name_Person	Hemiunu	entity_1349790
